teks,label_emosi,label_angka
ih jangan enggak sih takut banget kalo berodol sayangg banget cuci saja pakai tangan pakai sabun bayi,fear,2
another cons is that dibilang nanti di kantor bakal cuma berdua sama kepala bidangnya kantor cabang lakilaki setengah baya yakali gue mau harus mana gedung terkenal angker kasus ks di tempat kerja lagi marak banget padahal pekerjaan bisa remote,neutral,4
gue sama abang gue ketawa banget nyokap gue tibatiba baca wa ini siapa sih es krim mamoyo dia orang ambon kok namanya es krim mamoyo wkwkwkwkwkwk ketawa sekebon,happy,3
makan guys,neutral,4
jangan ketawa plisss eunseokright sama seokright enggak avail,happy,3
ㅤ beberapa murid menjelaskan kejadian bersama myrtle sementara meredith menyiapkan alat tulis di meja memang ia tak terlalu tertarik dengan kisah sedih myrtle namun bukan untuk hantu dan makhluk gaib lainnya ㅤ,sad,5
ㅤ ㅤ ㅤㅤㅤ˚ˑ༄ؘ ㅤㅤㅤndak indak indak astaga sudah kayak takut ngadepin hantu saja dianya mmmmmaksudku indak indak indak apaapa maaf banget semestasan sudah merinding disko nih dianya berhubung masih ada balon yang sewaktuwaktu bisa meledak di dekatnya ㅤ ㅤ,fear,2
besok ada us matematika samoe sekarang materi enggak benar benar masuk ke otak bagaimana utbk,neutral,4
astaga aku langsung berasa kayak tante,surprise,6
wew agak merinding,fear,2
entar ot nangis semoga member sisa tetap membusuk di sama,sad,5
pengin nangis detik ini juga,sad,5
mau mau mau ashajskkajko agak brengsek juga judulnya,angry,0
kita keburu panik,fear,2
ini masalah gampang sebetulnya kasihan kok dilanjutkan tapi mereka keterlaluanya sudahlah,sad,5
all things about joxbai benaran bikin aku ikut belajar bangun jatuh berhenti tumbuh karya di dalamnya enggak cuman meromantisasikan dua orang enggak cuman nyebar kesedihan enggak cuman endingnya sedih enggak cuman tapi iya banyak hal lainnya i write about feelings my feelings,sad,5
pss nya huistra ini pss mode menyerang ball possesion kadang hanya kurang kreatif tapi harusnya ngegolke ke gawang persiba yang beknya lokal semua dan enggak pakai bek asing harusnya bukan hal yang sulit cuma khawatir non teknis saja sih,fear,2
bisa enggak sih kalo asing enggak usah matiin api kesel,angry,0
mmah aku takut,fear,2
wow this is really interesting,surprise,6
ih emot nangis kenapa bentukkannya berubah,sad,5
eww najis,disgust,1
seasons of blossom dianimasiin yeyeyyeeyeyyy aku paling sedih pas dongchaes flower lantai,sad,5
wow bagus ya,surprise,6
wow sexy deh,surprise,6
demi deh sih latte bahaya banget,fear,2
marah mama ini nanti,angry,0
pricelist capcut premium full garansi ya kak private hari ke hari ke hari ke hari ke hari ke hari ke bulan shar ke bulan priv ke,neutral,4
and you advocate for the zionist regime of israel tapi possess nuclear weapons wow just wow,surprise,6
dia marah enggak ya,angry,0
soushiro nya nyamannyaman saja kena feromon nya gen tapi dia enggak engeh sama sekali sama feromon ini mungkin karena bawaan mau lahiran yang bikin banyak orang akhirnya tercengang dan enggak percaya pas bayinya lahir benaran plek ketiplek narumi gen,surprise,6
sudah aku folbek jangan nangis,sad,5
merinding anjyyyy,fear,2
hari enggak tidur nyawa kayak melayang,neutral,4
pernah tbtb disindir dan dibully sama geng hits pas sd dari situ jadi anti banget sama yang hits dan takut kalo mau nimbrung kadang mereka enggak open sama orang yang enggak hits wkakakaka beberapa yang biasa saja terus masuk circle mereka dijadikan babu,fear,2
aslii gua tercengang,surprise,6
kerja yang benar,neutral,4
Ngomongnya nyiprat-nyiprat air liur ke muka lawan bicaranya,disgust,1
astaga suba wkwk puk puk ini tenang eryu deh modar kok ahaha,surprise,6
lebih najis lagu collab berasa milik sendiri,angry,0
plis jangan sedih nanti gue belikan arumanis ok,sad,5
thank uu bebb makan buku inten,neutral,4
astaga reba jiejie enggak berhenti drama barunya queen is back,surprise,6
siapa ingat masa lebai sialan sebar cerita kata kpm tak bagi takbir dekat sekolah hari nih lebai deh mintak maaf dekat mahkamah cerita deh basi yang penting naratif deh lekat masa itu ada cytro pun bodoh balun member je ada menteri pun bangang saman lepas itu tarik balik,angry,0
coba dipikir mana tau kan benar enggak bisa tau selesainya jm berapa mana tau kalo tiba dibilang bisa lanjut besok semendadak itu terus sekarang marah gila dikira sini enggak capek apa mending begitu pulang sendiri,angry,0
astaga gantenk nya,surprise,6
jangan biasain manggil idola ayahibupapimami entah itu ini karakter atau irl karena menurut gue geli saja anjir risih,disgust,1
aku pun terkejut dengan gebrakan om om ini hhhhhh,surprise,6
paling benar pakai qris tap dari hp saja sudah daripada begini ngeri kartu jatuh saldo bisa kekuras btw qris tap membantu banget buat orang yang mager ngisi ngisi saldo emoney buat transum jadi pakai hp saja exactlyy tapi kudu support nfc yhhh,fear,2
ada saja orang nak kat dia tapi tak layan pastu dok buat sedih kat twitter macam takdak sapa nak kat dia ‍‍,sad,5
we are one exo sarangahaja sedih banget tadi war malah error selamat ya kak akhirnya bisa ketemu exo di jakarta lagi setelah tahun aku bagian nangis dipojokan saja,sad,5
lmao pura pura kaget ajasih agenshit sampah enggak tau diri,angry,0
alamakkk cemas lah macam nih semua nak datang,fear,2
samasama barang murah sih jadi wajar saja divideoin terus di upload kan biar laku wkwkwk ya tapi jujur memang jijik sih,disgust,1
sampai suara hatinya pun takut kehilangan kenapa tidak dibuat khawatir tentang kesehatan ceweknya dulu sih vem hmmm sisi wise dia selama ini kemana,fear,2
Tembok kamar mandinya penuh coretan dan noda kecoklatan,disgust,1
detected ai di sistem ut itu bakal sama enggak dengan detected ai di web luar sana yang berseliweran aku khawatir sama diskusi ku wkwk kemarin tak coba detected ai di web itu nilainya ai tapi enggak tau kalo di sistem ut bagaimana,fear,2
mood langsung berubah ya setelah sepanjang perjalanan mendengarkan lagu mbak taylor semangat kegiatan sama tim love hari ini cepioo,neutral,4
tertara banget mana yang kelihatan kerja benaran mana yang enggak,neutral,4
aowkwowk lagian lu sering jbjb sama gweh pas gua mengetik jorok saja anjir bangsat memang,disgust,1
waahhh ini gila sih akan terjadiii dor dor deh banget banget banget masih trauma sama ve dan daniel,sad,5
aku lagi senengsenengnya malah senang explore di planacardia karena enggak se rumit di amphoreus,happy,3
pengin banget ngejar tapi pesawatnya sudah najis sekali kak,disgust,1
lucu banget,happy,3
tiap lihat scene anya tuh langsung auto fokus sih tapi pas dustin muncul langsung berubah jadi ketawa ini dracin paket lengkap banget,happy,3
kak mjb aku juga sembuh dari dbd habis makan sate benerbener habis makan sate besoknya dokter tersenyum soalnya trombositnya naik padahal sudah seminggu di rs trombositnya susah naik,neutral,4
tiket orangpun gua isi data saja sampai gemeteran,neutral,4
cukup enjoy lah ya hari ini berarti,happy,3
di series wu punyanya skynani ada video nani kayak kesurupan terus mau menghantam sky terus ada yang komen begini anjir disinilah pentingnya hafal ayat kursi ketawa banget ayat kursi lagi,happy,3
sedih banget mau nangis deh kalau overthinking begini,sad,5
gua punya rekan kerja yang dia enggak pernah shalat fardhu tapi tiba mengajak umroh bagaimana menurut kalian,neutral,4
dengan gerakan pangan polri masyarakat bisa akses sembako tanpa khawatir harga tinggi program ini jadi solusi nyata sekaligus menjamin ketahanan pangan,fear,2
svi moji horor filmovi ini mogu dah stanu lu stavke,fear,2
jujur gue menonton ini tuh awalnya agak bingung pas scene dia sama psikiaternya itu sampai gue ulang beberapa kali buat mahamin maksud profilingnya eh ternyata brengsek juga nih bocil,angry,0
gue benci banget kalo ditinggal sendirian sama kakak gue dulu sekarang dia sudah nikah dan enggak ada yang tau satupun kalo anak cowok nya se brengsek itu hehev,angry,0
oh besok enggak kerja tapi melaspas meeting gede gong sih dc kebaya dan di jogja semua hftt bebas sopan saja kali ya,neutral,4
kadang gue bertanya mereka yang melarang anak dibawah umur menonton glbl karena takut mereka berorientasi beda atau bagaimana sih padahal kalau sesuai umur ya boleh boleh saja deh gue juga dulu menonton dibawah umur tahun tapi enggak menonton bangkok enggak story ya,fear,2
hari ini mixed feelings banget lalu shifted tapi omg segala yang bikin sedih keangkat semua waktu lihat bubble markie kayak lega terus kemudian hal baik berdatangan hihi alhamdulillah termasuk echan bubble dengan my own songnya itu my duo soloists ️,happy,3
najis banget ew,disgust,1
iya jadi sedih karena menonton saja cerita secara langsung aku enggak sanggup,sad,5
aku hanya bisa mendukungmu sebisaku sudah sampai ditahap ini saja kamu sudah hebat phi est meski aku sibuk akan ku usahakan yang penting kamu bahagia phi est berapapun jumlah dukungan tetap sama berharganya kita menjalani saja yang ada saat ini ayo sukses bersama semangat,happy,3
melihat saudara perempuan dari pelaku ks yang mencabut poster di kampus tuh kesel banget padahal bisa keramasin saudaranya sampai sadar,angry,0
patternnya jokowi diulang kembali oleh rejim wowok militer memang paling takut sama kritik,fear,2
enggak belajar takutnya burnout mending siapin mental sama banyak doa jangan lupa istirahat,neutral,4
enggak mesti dari kuliah kak dari sekarang juga enggak apa-apa soalnya kamu butuh buat nabung juga kan dan sekarang masih masa anak sekolah takutnya kamu malah susah bagi waktu pas ospek nanti semangat kak,neutral,4
selagi rumah sakit masih buka setiap hari mah jangan khawatir abang ‍,fear,2
bukannya gercep meminta maaf malah lola banget mana pakai kata kabur enggak punya teman entar pas gede baru tau kesel banget orangtuanya plenger banget gambaran punya anak yang enggak direncanain orangtuanya enggak siap jadi parents,angry,0
kamu sorry ke siapa enggak sopan sekali kamu setelah mengetik sembarangan kamu dengan gampangnya kamu sorry setelah bikin customer aku panik jangan sembarangan kak keasbunan mu bisa buat bencana buat orang lain,fear,2
konsepnya memang sama mual muntah mencret,disgust,1
nah kan kaget juga sih wkwk,surprise,6
kalian enggak tau ini selucu apa sehabis pulang kerja,neutral,4
sedih banget monyett anjing,sad,5
ihr habt echt richtig panik oder,fear,2
enggak tau diuntung najis deh padahal sudah gue kasih gaji seminggu tanpa ngerjain apa² sayang thanks saja kagak monyet terserah mau dibilang kagak ikhlas ya memang kagak,disgust,1
tone vibes penulis kalian baca terus tanya ini penulis lagi kenapasih marah netral menyindir kagum biasanya yang keluar begini kata sifat amazing terrible concerning,angry,0
hai kak mohon maaf karena sudah menunggu lama kami akan evaluasi waktu tunggu bus agar dapat memberikan pelayanan yang lebih baik kepada pelanggan dan saat ini terdapat armada kami sedang menuju ke halte widya chandra telkomsel arah timur terima kasih jn,happy,3
udalah momen daur ulang diedit pakai lagu sedih lagi beh,sad,5
omg menahan nangis di kampus karena masih mstkul enggak enak banget,sad,5
demiape gue lihatnya saja mual,disgust,1
cemas yang ada,fear,2
eh tapi serius bagaimana caranya biar enggak panik aku sudah menanamkan keyakinan kalo semua milik allah tapi tetap saja apa apa dipikirkan sampai mau meledak kepalaku,fear,2
eh sedih banget cowok eps ini flashback sih ganteng sama adeknya,sad,5
yang paling mengkuatirkan dari kasus ibam ini adalah takutnya talent kelas atas masuk ke dalam sistem dan lebih takut lagi nanti sistem dikuasi para medioker level bawah atau preman pantesan banyak yang protes ketika saya usulin ferry unardi founder traveloka jadi menteri,angry,0
Ngatain orang jago banget giliran dikritik balik langsung baperan,angry,0
apakah aku jodoh lagi ketemu abang sedih banget akutuh mau ketemu tapi enggak ada budget,sad,5
wir kata gue lu dan tim lu mengurus schedule exo yang niat dikit kenapa dari kemarin revisi mulu mana janggal lagi kenapa enggak sekalian ada langsung day begitu loh lu berunding enggak sih sebenarnya lu memikirkan talent lu juga enggak sih kesel gue,angry,0
alasan warga menolak merasa pemilik tidak meminta izin atau musyawarah terlebih dahulu dengan wargartrw setempat lokasi dekat masjid dan mayoritas penduduk desa parangjoro adalah umat muslim khawatir mengganggu ketenteraman lingkungan,fear,2
ewh najis pdf,disgust,1
lee cronin si the mummy kisah seorang anak yang diculik amp ditemukan tahun kemudian dalam keadaan terbungkus kain mummy yang akhirnya membawa teror keluarga sumpah enggak ekspet juga ceritanya segore ini benar tegang ngilu jijik dan tiap adegan tuh bikin enggak nyaman recommended,fear,2
duh belum dapat kerja tapi diajak ketemuan sama teman² kuliah tidak tahu diri tidak ya soalnya memang sudah lama tapi aku batal batalin terus karena tidak diperbolehkan mama juga,neutral,4
menyambut series cp lain saja gue sangat eksaitit apalagi series cp gue sendiri nanti asdfghjkl takut pingsan,fear,2
selamat hari kartini semua semoga perempuan enggak ketemu lelaki brengsek dalam jenis apapun ya,angry,0
senang banget lihatnya keluarga wuyo cemara,happy,3
aku deg deg an,neutral,4
mjb kak enggak ada plisss aku mengomong begitu bukti yang terlampir itu juga bukan omonganku kak aku juga bingung ini mulainya dari mana astaga baru juga balik rumah habis beli takoyaki,surprise,6
katanya takut kehilangan khawatir sama kondisinya saja enggak putusin saja kata gue mah,fear,2
aku pernah lagi diajak sepedaan sama bapak dari cimahi ke dago atas ya allah baru juga setengah sudah nangis pengin muter balik pulang soalnya capek banget habis itu benar saja jadi enggak mau lagi pergi bareng bapak soalny jadi teringat perasaan enggak happy,happy,3
senang banget enha sudah mulai menerima semuanya berdamai dan menikmati kehidupan mereka engene ayo kita juga look forward doing something useful for enhypen for ourself too kita hidup lagi untuk yang kedua kalinya mari kita berbahagia lagi,happy,3
keterlaluan enggak sih,angry,0
ohhh wkwkwkwwkkwkwwk sisanya kalo sudah enggak pdkt brengsek ya,angry,0
gapapa ngetiknya sambil nangis asal lega,sad,5
najis miman admin salimin lu,disgust,1
Habis garuk-garuk ketombe langsung pegang makanan tanpa cuci tangan,disgust,1
astaga ada ada saja,surprise,6
tapi weding dek nanti kalo bini lahiran jangan cuma bisa berdiri ngang ngong milin ujung baju sambil perlihatkan orang pada lalu lalang ya kalo suruh daftar urus admins urus bayi hsl benih lu minimal tau basic ya jangan cuma bisa mewek nangis gatau² gabisa² lu ngewe sampai jadi juga enggak mikir apa² pakai otak kan,sad,5
jujur takut banget dilirik,fear,2
hwhwhhw cemas banget aku,fear,2
enggak usah deh geli aowkaowk,disgust,1
aku mengikuti kasus ini yang paling aku bingung itu fan cbx kayak member melakukan ini itu tuh selalu salah di mata mereka senang senang salah nanti sedih diblg munafik kayak mau lu pada apa heeyyy masa cbx boleh comeback tapi exo gaboleh,happy,3
senang banget ya rasanya,happy,3
true orang di tempat kerja ada yang begitu semua orang jadi antagonist kalo dekat sama dia dan dia jadi korban tunggal aslinya cok jaran,neutral,4
iya marah marah mana lagi enggak ada energy,angry,0
nder belum pernah datang untuk makan sushi ya ayok sini aku ajak kayaknya kamu iri deh menurutku juga orang seperti kamu ini keterlaluan banget kalo kamu enggak suka makan dan enggak mampu beli sushi ya gosa mengatai orang lain yang mampu beli nder,angry,0
ah anjg gue jadi bad mood lagi melihat poster kejadian kemarin jadi kepikiran terus nangis lagi deh,sad,5
itu saja hampir ke ya ini fix up ke nangis banget,sad,5
ya enggak bisa pulang,neutral,4
terkejut anjir tidak sesuai template hmm harusnya setlist campuran setlist special setlist campuran kok ini special semua mana ada yang baru shonichi hmm berat,surprise,6
selamat kerja dik,neutral,4
Kalau minjem uang tuh inget buat ngembaliin jangan nunggu ditagih berkali-kali,angry,0
nangis banget ternyata korbannya masih umur tahu itu kronologi kejadiannya bagaimana kok neneknya sampai setega itu,sad,5
masih kaget tapi jujur ini keren banget theres literally nothing dari story ini yang bisa diputarbalik digunakan dalam persidangan dimanipulasi dll karena cuma literal doodle enggak ada katakata yang bisa jadi boomerang my sonuuuuu yang dulu kesel dikit langsung curhat panjanglebar di fromm,angry,0
gue sedih bgtttttt,sad,5
ikut senang dengernyaa aku juga udahhh,happy,3
what on earth makan es krim malah bikin makin cemas,fear,2
galeri gue isinya foto nangis semua anying,sad,5
enggak brenti ketawa dengar ini,happy,3
jadi hari ini gweh kan tidak tidur nah di kampus tuh kelas dulu jam terus bimbingan studio tapi belum jadi soalnya bapaknya enggak tau dimana nah yang paling ngeri yang terakhir presentasi kp aku deh khawatir entar aku presentasi bagaimana soalnya otakku deh semrawut banget,fear,2
min lu jangan ngacak ngacak hubungan manis akang asih gue dong min rusa gue marah banget ya sama lo,angry,0
brengsek mantap banget anjeengggg sedap slurp nyam nyam,happy,3
ooo jembut tutup rek masih perbaikan brengsek,angry,0
ketika sudah tidak niat kerja,neutral,4
alhamdulillah naik legend juga selama ini main cl brawl doang sampai mual,happy,3
Udah capek-capek ngetik kode dari pagi pas di-run malah muncul pesan error puluhan baris,angry,0
ke sus by ah sedih,sad,5
gua senang lele punya sibling tapi gua enggak senang kalau kabar bahagia ini dikasih tau sama lu gua mau kabar gembira ini disampein sama mereka kayak mereka reveal lele st kali kenapa harus lu sih lu jadikan berita bahagia keluarga kami sebagai pengalihan isu ya anjing,happy,3
Air kerannya berbau got yang sangat menyengat hidung,disgust,1
sedih banget jadi kayak penghibur saja kalo begini tuh mudahmudahan aku yang suka mereog heboh ini punya kesempatan buat having fun vibe bareng mereka,sad,5
yang lucu gemas ya aku,happy,3
kalo bocor sih pasti pernah ya tapi kalo haid nya meleset dari jadwal ya bagaimana ya aku pernah jadwalku maju lagi jalan sama pacarku mau enggak mau mintol belikan pembalut ke pacarku wlpn malu banget mintolnya tapi sekarang dia sudah jadi suamiku,neutral,4
gue sedih banget apakah gue terlihat sebocah itu karena enggak sadar alur lo bedua‍,sad,5
ah brengsek gasuka gue benci,angry,0
esok tengok lah luck kalau dapat okay kalau tak dapat pon okay tapi berharap lah dapat tickett takut esok bzy pulakk hmm,fear,2
ketawa banget anjir deh turun berapa milyar pak menjilat begini baca berita pak jangan menjilat mulu,happy,3
najis benwr najis akhhh,disgust,1
rill ini wangi banget setiap pulang kantor naik dari mrt bundaran hi ngiler banget karena wanginya ngelebihin roti o tapi ekspektasku terlalu tinggi enak tapi ya enak saja gituuuu dan dingin,neutral,4
untuk member setia fatcai silakan betting pada semua permainan tanpa perlu khawatir settingan dikarenakan semua permainan fairplay,fear,2
astaga apalagi ini,surprise,6
saya sudah bilang kerja di kumamoto memang lain harus extra gilagilaan ujungnya yang menggantikan disana curhat semua enggak kuat,neutral,4
sebagus itu loh,neutral,4
senin najis,disgust,1
tapi kayanya gua bakal tetap beli ropang kepala gua kleyengan banget beberapa hari ini enggak makan manis,neutral,4
akun utama ba kuuu nangis banget,sad,5
memalukan jijik,disgust,1
jahat banget enggak ada yang mau kejadian seperti ini adek masih kecil kelas sd dan kita sama sama masih sekolah waktu itu sehari sebelum kejadian masih normal dan becanda main bareng besoknya dia sudah lari nangis sambil menari jaipong sampai seminggu seperti itu,sad,5
kebenaran tak bisa lagi disembunyikan di dalam kamar hasbi menuntut keadilan dimulai dari dalam rumah itu sendiri ini bukan otoritasku untuk marah kepada gaman ucap hasbi pada ayu tapi ayahmu sebagai seorang ayah yang anaknya diperkosa oleh sahabatnya sendiri di rumahny,angry,0
ironisnya dari banyak teman ceweku yang ada pernah mengalami pelecehan seksual dan pada takut enggak bisa gerak sama sekali pas kejadiannya terus baca kalimat diatas bikin mual,fear,2
dulu aku mikirnya memang ada ya orang kayak begini setelah dewasa aku baru tau ternyata memang banyak orang yang kelakuannya di luar nurul anak dianggap aset enggak tau saja anaknya hampir gila,angry,0
cuaca jambi hari ini sore hingga malam hujan waspada petir dan angin kencang via,fear,2
nangis kalau benaran,sad,5
tidur saja enggak usah belajar,neutral,4
isunya krisis pangan faktanya lumbung kita meluap jangan mau diprovokasi rasa cemas yang enggak perlu panen raya petani lokal jadi jaminan harga beras tetap stabil amp terjangkau bagi emakemak,fear,2
kok ada ya orang se biadap gue se brengsek gue lu already git what lu need but lu sok stupid as fuck mal goblok banget anjing sekarang bagaimana kesiksa kan kalo lu bilang ke siksa dia lebih kesiksa anjing coba otak lo tuh di pakai mal sebelum melakukan apapun jangan memikirkan hari saja,angry,0
hemat opone bjirrr minyak tanah liter tuh ke tahun palingan hari sudah habis sedangkan harga lpg kg cuma ke di level pengecer dan bisa dipakai semingguan enggak perlu ganti sumbu enggak perlu khawatir gosongkotor kena angus,fear,2
menyuruhku untuk menduakanmu meninggalkanmu seorang diri dalam kekalutan tak berujung ini sekecil itu aku di dalam pandanganmu anneliese terima kasih sudah membuat orang bodoh ini merasa khawatir padamu yang bukan anak gadis lagi bibirku belum terkatup,happy,3
senin harga naik memang bagus tapi enggak semua ibu kayak karakter retno,neutral,4
wow nice,surprise,6
halo pernah jalan kuesioner tentang ojek online nih jangan khawatir diisi asal atau egk sesuai kriteria aku ada jaminan buat kamu setiap kriteria akan ditanyakan terlebih dahulu amp kuis kamu akan dibuatkan grup khusus lagi lho untuk cek more portofolio bisa di,fear,2
kali ini pak jika memang keterlaluan sih bikin termul kepanasan terbakar,angry,0
few tweets au bagaimana jadinya kalau ada yang mengaku mengaku jadi pacarnya rakai apa diraya bakal cemburu atau malah marah atau sedih who knows,sad,5
enggak mau nyebut takut ketemu sama oomf,fear,2
cowok memang dasarnya brengsek apa bagaimana ya nunjukkin chat anak fhui itu ke orang kantor terus tanggapannya menurut gue itu masih biasa sih gue terlalu shock untuk noyor kepalanya,angry,0
hehehe aslinya sedih,sad,5
nangis saja lah kok bisa sakit gigi ini kembali setelah mendingan enggak fokus mengapai kalo sudah sakit begini,sad,5
uu sudah bisa tenang ya sekarang uu sudah enggak sakit sakitan lagi sakitnya uu sudah dicabut uu enggak usah khawatir soal kakak disini selamat jalan uu,fear,2
makanya aku salpok lihat kata kedua kali sama jijik mengira kamu jijik sama dua duanya,disgust,1
does he not know the word trauma,sad,5
ngèrèng mertè bhudhâjâ tor sajhârâ madhurâ lèbât ghâmbhâr sopajâ ana kompoy paḍâ onèng salam trètan wiki kopdar dan photowalk wikimedia commons hadir di madura,neutral,4
enggak jadi senang buku yang gua cari enggak ada,happy,3
begini cara kerja fitur pendeteksi risiko diabetes di huawei watch fit pro,neutral,4
gue jadi ikutan sedih dengar tadi sih bir mengomongkan tentang sakitnya plus lihat twit orang pada sedih juga sih pun gue pada dasarnya enggak tegaan kalo lihat orang sakit iya lah the nature of my job,sad,5
maaf twit jorok lewat,disgust,1
gemas banget melihat mereka kayak begini sih fourth khawatir sama muka nya gemini aaaa️,fear,2
mual gue lihat tl,disgust,1
kata kata nya begitu doang geli banget najis,disgust,1
mable and pangjie live on tik tok selalu tenang saat menerima kejutan ia hanya memberikan reaksi sederhana dengan mengucapkan terima kasihmenyuruhnya untuk berpurapura terkejut ayy,surprise,6
kak incaa setujuu rasanya jadi sepi banget tapi senang kalo sih abang bisa istirahat dulu,happy,3
asataga brengsek banget enggak kuat,angry,0
still taleh brain macam mana dorang decide nak pakai ticketu queue macam rembayung nih astaga jammed paleotak,surprise,6
ke notes gaperlu khawatir buat ngefilter kata kata zero judgement minus nya gadapet feedback,fear,2
mau nangis terharu,sad,5
iya gue tau lo se obses itu sama sakura gue yakin di kamar lo pun pasti isinya sakura setiap hari selama hari lo hidup buat mengutarakan bagaimana lo menyukai sakura enggak heran jobless pun lo tetap bahagia asalkan bisa mengomongkan sakura hufftt dedikasi lo ke sakura memang enggak main,happy,3
ada yang bapaknya lawyer dari topten lawfirm indonesia ah masak sesusah itu cari kerja apalagi kalo angkatan bapaknya sejenis,neutral,4
orang tua yang kepikiran buat mengajak anaknya yang masih bayi buat naik gunung kira isi kepalanya apa ya,neutral,4
wow sok awesome art,surprise,6
isu kelaparan itu sering bikin cemas tapi kenyataannya berbeda produksi beras kita lagi tinggi stok aman dan distribusi terus berjalan jadi tetap tenang dan jangan mudah percaya kabar yang belum jelas,fear,2
kalo lo benci orangnya jangan ikut benci orang yang bergaul sama dia enggak semua orang bisa lo atur busuk banget hati lo pengin orang lain ikut membenci orang yang lo benci,angry,0
clingy banget najis,disgust,1
ooo fungsinya vc tuh begitu baru tau saking enggak pernahnya dipakai buat berjamjam ngbrolnya lewat chat dibisukan astaga,surprise,6
jujur pengin gue bawa pulang,neutral,4
️tanggapan dari bu terhadap lagu sikilku iso muni terkejut karena oh dari peristiwa itu bisa dijadikan lagu dan lagunya aduh bagus banget buat saya itu jenius banget karena itu sebuah peristiwa yang agak gelap begitu tapi di tangan ryan itu menjadi kisah,surprise,6
boleh enggak gue hire lu sebagai trainer public speaking ju tetap saja kerja,neutral,4
mau pulang ngantuk banget plis,neutral,4
again and again ilfeel lagi,disgust,1
kok jadi menyalahkan ale kalian yang brengsek save yourself putus benangnya yang ngusutin hidup ale justru lu pada bocah setan,angry,0
gue nangis lagi shibal,sad,5
lo najis anjinkkk,disgust,1
and that bothers you more tahan what he done tapi those children and families wow,surprise,6
najis enggak normal banget sedeketnya sama teman tetap harus pakai etika jir enggak buka semua privasi gila banget kalo mau bukaan cukup tentang diri sendiri enggak usah bawa pasangannya najis najis najis,angry,0
beraninya marah marah di twitter doang sih,angry,0
astaga kukirain sudah open slot ternyata oprec jasa war,surprise,6
kak no no nangis ya,sad,5
lucu banget pakai jaket pink kyoot,happy,3
loh kak sudah senang itu benar di mubeat aku saja langsubg salah,happy,3
ya allah belum berak hari,neutral,4
jolok sikit deh macam tebuan terkejut,surprise,6
sumpah mukanya pas nge gap bocil bgtttttt nangis gue menangis nangisssss ya bonjourrrr lucu banget,happy,3
baca kata menjilat jadi makin jijik sama kelakuan mereka,disgust,1
penting juga ingat yang ini tipikal yang jarang banget mau ambil resiko annoying tapi ya bagaimana lagi memang fandom yang harus kerja keras,neutral,4
aduh lucu banget gembrutttt gemas brutal,happy,3
enggak usah takut kak kayak gue petantang petenteng walaupun muka kayak tukang sekuteng,fear,2
enggak dapat tempat duduk gua naik meja kah dear di tengah,neutral,4
sangat menyedihkan ya kaktega banget sipelaku nya bikin ibunya nangis histeris,sad,5
lagian lu tibatiba lu migrain yang di kirim terkejut sampai terjungkal,surprise,6
kak astaga,surprise,6
after effects tutorial,neutral,4
kalo lu anaknya gasuka jorok bakal berasa jadi tukang bebersih pribadinya dia,disgust,1
iyakann astaga geleng,surprise,6
thev terketawa bahagia penuh kemenangan nah begitu dong adek kecil nan manis tangannya yang dipakai untuk disalimin adiknya itu meraup wajah sang adik dan menekan hidungnya nih buat lydut ia memberikan totebag di tangannya itu pada adiknya,happy,3
sedih banget padahal bakat juhoon tuh banyak banget loh tolonglah bighit kirim juhoon ke acara² ditahun baru loh acara dia,sad,5
jujur sedih banget tapi mau bagaimana ya memang sudah enggak bisa lagi,sad,5
nanti kalau nyakar kakak bagaimana janji ya enggak nangis,sad,5
senang kenapa tuh anw happy for youu kak pie,happy,3
eh kamu sudah ngajukan cuti kan sudah pak sudah saya ajukan ok nanti saya cek eh kamu ksna mau menonton konser bities hah seketika ketawa pak bos ikut ketawa juga iya mau ke konser bities kah masih ketawa enggak pak enggak,happy,3
das wünsche ich mir auch danke geli wir müssen schauen wie es wieder wird mit ihr und ob sih wieder nach hause kan saja es ist herrlich heute habe dah bestimmt auch eine halbe stunde ini der sonne gesessen ist schön sama hafen,disgust,1
selama baca aku agak mual di bagian akhir buku karena harus ikut intuisi detektif nya benaran full pemikiran dia sendiri nice book,happy,3
kecewa sama perez yang pelit untuk beli pemain kecewa sama arbeloa karena ngeganti pemain kayak cama yang dari dulu senang buat pelanggaran yang enggak penting,happy,3
bro sudah mulai basah basahan dan ternyata efeknya masih sama saja sama sama bikin gila tapi yang kali ini menambah dikit user pondilf mengaku kalah,angry,0
suka nangis kalo ingat era hotsa,sad,5
astaga lu enggak pernah senang ya lihat gue senang,happy,3
yaudah marah saja,angry,0
yang begini juga bisa happening ini lesbian relationship bayangkan lu tahu that time dijadikan bahan fantasi om om almost tahu and worse of all pacar lu sendiri memang senang melihatnya,happy,3
pernah diposisi itu sejak tau aku berobat ke psikiater apaapa disebut gila dikatai seram takut mengomong yang macemmacem terus aku mengadu ke dokter pas aku ketahuan nangis juga dibilang takut bukannya dipeluk,fear,2
apasih ini jijik banget,disgust,1
kebakaran kampung bahagia memori tiga dekad rumah dibina arwah suami musnah sekelip mata kediaman tersebut menjadi ruang yang menyimpan seribu satu kenangan bersama anakanak dan arwah suaminya,happy,3
smurf anjr ketawa banget,happy,3
Kenapa tiap kali mau demo aplikasi selalu ada aja fitur yang tiba-tiba nge-bug,angry,0
